Date/Time,80 Avg WD,80 Max WD,80 Min WD,80 StdDev,120 Avg WD,120 Max WD,120 Min WD,120 StdDev,150 Avg WD,150 Max WD,150 Min WD,150 StdDev,80 Avg WS,80 Max WS,80 Min WS,80 StdDev,120 Avg WS,120 Max WS,120 Min WS,120 StdDev,150 Avg WS,150 Max WS,150 Min WS,150 StdDev
05-01-2016 11:20,12.7,113.9,333.3,13.4,21,41,347,11.5,13,32,328,11.5,3.876,6.3,1.2,1.142,4.287,7,1.4,1.204,4.646,8.1,1.8,1.185
05-01-2016 11:30,16.9,122.3,348.8,13.2,24,72,350,14.4,17,181,339,14.4,4.053,6.8,0.9,1.299,4.139,6,1.7,0.949,4.191,5.9,1.7,0.907
05-01-2016 11:40,25.3,57.7,345.9,12.8,34,70,0,12.9,28,58,352,10.1,4.797,6.7,2.2,0.944,4.872,6.4,2.8,0.748,4.846,6.7,2.6,0.684
05-01-2016 11:50,25.3,57.7,355.8,12,34,69,0,11.5,30,69,349,12.9,4.163,5.9,2.2,0.719,4.486,6.1,2.1,0.795,4.489,6.9,2.4,0.854
05-01-2016 12:00,11.3,70.3,213.8,19.1,21,138,255,17.2,15,114,335,15.8,4.054,7.6,1.6,1.217,4.294,7.5,2.1,1.2,4.534,7.4,2.3,1.127
05-01-2016 12:10,12.7,128,206.7,19.3,21,103,329,15.8,17,184,260,15.8,3.66,6.1,1.4,1.012,3.817,6,1.6,0.981,3.956,6.3,1.5,0.984
05-01-2016 12:20,4.2,129.4,329.1,17.8,13,70,325,17.2,7,188,319,17.2,3.673,6.3,1.3,1.053,3.596,6.9,1,1.133,3.621,6.1,1.6,1
05-01-2016 12:30,11.3,81.6,324.8,15,21,188,343,14.4,15,44,345,11.5,3.607,5.3,1.5,0.96,3.8,6.1,1.3,1.077,4.23,6.3,1.4,1.01
05-01-2016 12:40,9.8,178.6,265.8,17.9,20,110,354,10.1,14,41,346,10.1,4.088,7.7,1.7,1.432,4.369,7.8,1.5,1.217,4.668,7.5,1.7,1.154
05-01-2016 12:50,25.3,73.1,234.8,16.6,34,83,349,15.8,30,58,352,14.4,4.634,6.5,1.8,1.319,4.699,6.3,1.8,1.105,4.69,6.9,1.7,1.108
05-01-2016 13:00,26.7,74.5,330.5,13.7,35,79,338,12.9,30,62,346,11.5,3.863,5.9,1,1.124,4.285,6,1.9,0.875,4.394,6.7,1.7,0.889
05-01-2016 13:10,11.3,74.5,319.2,18.9,20,195,322,20.1,10,108,259,21.5,2.69,5,0,0.976,2.935,5.6,0.6,0.927,3.184,6,1.2,0.878
05-01-2016 13:20,39.4,71.7,8.4,12.1,46,79,24,11.5,41,72,0,11.5,3.914,6.5,1.9,1.323,4.209,6.9,2,1.142,4.329,6.5,1.5,1.203
05-01-2016 13:30,30.9,80.2,351.6,21.3,38,73,0,18.7,34,80,0,17.2,3.593,7,1.5,1.038,3.757,6,1.4,0.91,3.928,5.5,1.6,0.707
05-01-2016 13:40,47.8,83,15.5,11.2,56,97,10,11.5,48,84,14,10.1,4.555,6.5,2.3,0.971,4.706,6.3,2.2,0.857,4.665,6,2.4,0.777
05-01-2016 13:50,29.5,71.7,345.9,18.7,38,84,0,17.2,34,68,0,14.4,3.885,5.4,1.5,0.869,4.138,5.6,2,0.82,4.278,5.8,1.6,0.86
05-01-2016 14:00,21.1,70.3,341.7,17.8,31,82,238,18.7,28,73,0,14.4,2.882,5.6,0,0.949,3.23,6.5,1.3,1.182,3.5,6.4,1.3,1.19
05-01-2016 14:10,52,78.8,4.2,11.6,59,103,35,8.6,53,72,32,5.7,4.493,7.3,2.9,0.795,4.651,6.7,3,0.788,4.652,6.4,3,0.721
05-01-2016 14:20,39.4,75.9,8.4,14,51,96,14,12.9,45,73,20,10.1,3.506,4.6,1.8,0.538,3.511,4.5,2,0.519,3.524,4.7,2.3,0.612
05-01-2016 14:30,23.9,49.2,0,9.4,34,68,0,10.1,30,79,0,11.5,3.193,5.7,0.9,0.938,3.398,5.3,1.6,0.808,3.555,5.6,1.4,0.757
05-01-2016 14:40,39.4,71.7,5.6,14.9,46,77,14,14.4,39,69,15,12.9,4.155,6.7,1.8,0.949,4.511,6.3,2.3,0.795,4.446,6,2.3,0.721
05-01-2016 14:50,39.4,74.5,334.7,20.9,48,77,350,20.1,42,80,0,18.7,3.781,6,0.3,1.482,3.883,6.3,1.2,1.361,3.879,5.8,1,1.216
05-01-2016 15:00,53.4,91.4,7,14.9,65,101,31,12.9,60,86,35,10.1,4.027,5.9,1.7,0.755,4.156,5.5,2.6,0.69,4.191,5.7,2.8,0.612
05-01-2016 15:10,63.3,98.4,23.9,17.9,66,100,32,15.8,59,86,31,12.9,3.313,4.8,1.4,0.667,3.429,4.8,1.7,0.755,3.532,5.5,1.8,0.77
05-01-2016 15:20,42.2,98.4,14.1,13.4,51,90,18,14.4,45,77,6,11.5,3.383,4.8,1.9,0.741,3.553,5,1.5,0.775,3.566,5.3,1.4,0.797
05-01-2016 15:30,36.6,71.7,355.8,13.6,45,87,0,17.2,35,93,0,14.4,2.254,4.7,0,1.242,2.665,4.6,0.2,1.023,2.738,4.5,0.4,0.952
05-01-2016 15:40,35.2,85.8,0,15.4,42,93,18,12.9,39,110,6,12.9,3.363,5.6,0.8,1.048,3.664,5.3,1.2,0.938,3.781,5.2,1.5,0.895
05-01-2016 15:50,32.3,80.2,353,19.3,39,93,354,21.5,34,84,0,20.1,2.835,4.8,0.6,0.944,3.013,5,0.2,1.002,3.161,4.6,1.1,0.841
05-01-2016 16:00,45,80.2,16.9,12.7,52,77,24,11.5,49,86,13,10.1,3.111,4.3,1.1,0.667,3.299,4.8,1.5,0.683,3.341,4.6,0.9,0.699
05-01-2016 16:10,29.5,53.4,5.6,7.5,42,68,6,11.5,38,58,14,11.5,3.41,5.3,1.5,0.899,3.559,4.8,1.6,0.857,3.714,5.2,1.6,0.829
05-01-2016 16:20,28.1,61.9,354.4,13.8,42,111,13,15.8,48,83,4,12.9,2.001,3.3,0,0.652,2.172,3.5,0.2,0.585,2.172,3.8,0.3,0.637
05-01-2016 16:30,26.7,60.5,354.4,16.3,37,70,7,14.4,35,68,10,12.9,2.808,4.5,1.1,0.851,3.151,4.5,1.4,0.768,3.278,4.6,1.8,0.669
05-01-2016 16:40,29.5,57.7,0,12.4,41,72,10,12.9,39,56,6,11.5,3.574,4.8,1.2,0.875,3.926,5.1,1.3,0.698,4.14,5.5,2.2,0.604
05-01-2016 16:50,46.4,61.9,25.3,5.4,56,65,42,4.3,52,62,45,2.9,3.636,4.5,2.9,0.352,4.085,5.3,3,0.509,4.12,5.3,3,0.53
05-01-2016 17:00,52,68.9,33.8,3.8,59,66,48,2.9,52,58,41,2.9,4.357,5.1,3.1,0.367,4.876,5.6,4,0.394,4.655,5.4,3.7,0.408
05-01-2016 17:10,57.7,68.9,52,2.9,65,72,55,2.9,56,60,52,1.4,3.994,4.6,3.1,0.269,4.344,5,3.6,0.305,4.259,5.1,3.6,0.338
05-01-2016 17:20,54.8,66.1,43.6,4.1,65,75,55,4.3,58,66,51,2.9,4.286,5.1,3.5,0.337,4.734,5.4,3.9,0.367,4.76,5.6,4.1,0.27
05-01-2016 17:30,53.4,64.7,40.8,4.3,65,75,56,4.3,59,72,55,4.3,4.345,5.3,3.5,0.466,4.905,5.8,4.1,0.381,5.047,5.8,4.2,0.382
05-01-2016 17:40,60.5,74.5,45,5,69,79,58,4.3,62,72,52,2.9,4.561,5.7,3.2,0.488,5.107,6.2,3.9,0.488,5.517,6.5,4.2,0.479
05-01-2016 17:50,56.3,66.1,46.4,2.5,63,68,56,1.4,55,60,52,1.4,4.461,5.2,3.8,0.337,5.246,5.8,4.7,0.269,5.337,6,4.8,0.25
05-01-2016 18:00,56.3,63.3,50.6,2,63,69,55,1.4,56,59,52,1.4,4.12,4.6,3.7,0.204,4.994,5.5,4.4,0.269,5.162,5.7,4.6,0.27
05-01-2016 18:10,52,57.7,42.2,2,62,65,52,1.4,55,60,51,1.4,4.119,5.4,3.7,0.322,5.204,6.1,4.6,0.352,5.336,6.1,4.7,0.338
05-01-2016 18:20,53.4,59.1,45,2.9,63,70,58,1.4,56,63,53,1.4,4.548,5,3.8,0.228,5.253,5.8,4.6,0.249,5.446,6,4.6,0.27
05-01-2016 18:30,53.4,56.3,50.6,1.4,62,66,58,1.4,56,58,52,1.4,4.627,5,4.3,0.176,5.459,5.9,5,0.228,5.499,5.9,5.1,0.144
05-01-2016 18:40,49.2,53.4,46.4,2.5,59,63,56,1.4,55,58,52,1.4,5.042,5.4,4.7,0.204,5.586,6,5.3,0.176,5.535,5.9,5.1,0.177
05-01-2016 18:50,49.2,53.4,46.4,1.4,58,62,53,1.4,52,55,49,0,5.175,5.4,4.8,0.176,5.861,6.3,5.2,0.269,6.005,6.5,5.3,0.27
05-01-2016 19:00,53.4,59.1,47.8,3.8,63,72,55,2.9,58,66,53,2.9,5.243,5.8,4.6,0.269,6.065,6.5,5.3,0.269,6.245,6.6,5.8,0.204
05-01-2016 19:10,61.9,68.9,56.3,2.9,72,75,68,0,66,69,62,1.4,5.334,5.9,4.9,0.228,6.251,6.9,5.1,0.352,6.328,6.8,5.7,0.27
05-01-2016 19:20,63.3,68.9,57.7,2,70,73,63,1.4,62,68,56,1.4,5.716,6.2,4.8,0.269,6.347,7.1,5.6,0.305,6.803,7.3,6.1,0.25
05-01-2016 19:30,59.1,66.1,56.3,1.4,68,72,62,1.4,59,63,55,0,5.43,6,4.8,0.228,6.182,7.1,5.2,0.444,6.599,7.1,6,0.25
05-01-2016 19:40,59.1,61.9,54.8,1.4,68,70,63,1.4,60,62,56,0,5.277,5.7,4.8,0.204,6.109,6.9,5.3,0.394,6.686,7.2,6.3,0.177
05-01-2016 19:50,57.7,66.1,52,2,65,68,62,0,58,60,53,1.4,5.316,5.8,4.8,0.249,6.814,7.2,6.1,0.228,6.738,7.2,6.3,0.177
05-01-2016 20:00,56.3,60.5,50.6,1.4,65,68,59,0,58,60,55,1.4,5.211,5.6,4.7,0.204,6.836,7.7,6.2,0.249,6.864,7.3,6.3,0.204
05-01-2016 20:10,75.9,132.2,47.8,13.7,80,110,66,10.1,72,89,56,7.2,4.028,5.4,2,0.775,5.124,7.2,3.7,0.955,5.898,7.5,4.2,0.907
05-01-2016 20:20,75.9,87.2,60.5,4.3,80,90,62,4.3,72,82,62,2.9,4.421,5.7,3.2,0.42,5.267,6.4,4.3,0.432,6.085,7.2,4.9,0.52
05-01-2016 20:30,74.5,84.4,66.1,2.9,82,91,73,2.9,73,79,68,1.4,5.201,6.3,4.3,0.529,6.489,7.5,5.3,0.538,7.566,8.6,6.1,0.559
05-01-2016 20:40,75.9,87.2,67.5,3.5,82,90,72,2.9,73,79,70,1.4,5.879,6.6,5.1,0.352,7.178,7.8,6.1,0.367,8.577,9.1,7.7,0.338
05-01-2016 20:50,80.2,94.2,64.7,4.1,87,97,75,4.3,79,84,69,4.3,5.552,6.8,4,0.466,6.734,7.5,5.6,0.381,7.633,8.4,6.8,0.395
05-01-2016 21:00,81.6,97,68.9,4.1,89,96,80,2.9,76,83,72,2.9,5.433,6.3,4.1,0.444,6.45,7.2,5.5,0.352,7.562,8.3,6.6,0.395
05-01-2016 21:10,83,94.2,66.1,4.5,89,100,76,2.9,77,86,70,2.9,6.179,7.1,4.3,0.509,7.153,8,5.8,0.42,8.225,9.1,7.2,0.382
05-01-2016 21:20,81.6,101.3,63.3,6.1,87,100,70,4.3,76,90,68,4.3,5.902,7.2,4.2,0.644,7.11,8.3,5,0.667,8.086,9.1,6.5,0.53
05-01-2016 21:30,68.9,87.2,49.2,6.6,77,97,58,5.7,70,86,56,4.3,5.582,6.7,4,0.567,6.903,8.5,5.4,0.576,7.881,8.8,6.4,0.53
05-01-2016 21:40,54.8,78.8,30.9,7.5,69,89,51,5.7,63,82,49,5.7,5.109,6.2,4,0.498,6.203,8.5,4.4,0.698,7.138,9.4,5,0.883
05-01-2016 21:50,49.2,66.1,30.9,5.9,62,73,42,5.7,59,72,46,4.3,5.124,6.4,3.7,0.602,6.213,7.5,4.6,0.602,6.823,8.1,5.3,0.568
05-01-2016 22:00,50.6,71.7,33.8,5.7,65,77,49,4.3,60,72,49,2.9,4.91,6,3.6,0.557,6.215,7.5,5,0.432,6.991,7.9,5.8,0.5
05-01-2016 22:10,45,59.1,32.3,4.5,59,72,45,4.3,55,65,45,2.9,4.915,6.1,3.9,0.432,6.359,7.4,5.2,0.466,7.325,8,6.1,0.433
05-01-2016 22:20,45,63.3,35.2,3.5,58,70,45,2.9,53,62,48,1.4,5.283,6.1,4.3,0.407,6.764,7.5,5.5,0.444,7.675,8.4,5.9,0.433
05-01-2016 22:30,47.8,60.5,36.6,3.8,58,69,49,2.9,52,58,48,1.4,5.389,6.3,4.6,0.381,7.046,7.6,6.3,0.352,7.922,8.5,7,0.306
05-01-2016 22:40,42.2,52,33.8,2.5,52,59,45,1.4,48,53,44,1.4,5.452,6.2,4.4,0.322,6.787,7.9,6,0.455,7.308,8.2,6.3,0.5
05-01-2016 22:50,39.4,43.6,29.5,3.2,49,58,41,2.9,48,51,42,0,4.671,5.2,4,0.305,5.94,6.6,4.8,0.337,6.623,7.2,5.8,0.27
05-01-2016 23:00,39.4,53.4,28.1,4.8,52,62,39,4.3,49,58,42,2.9,4.61,5.4,3.6,0.381,5.801,6.7,4.4,0.394,6.496,7.1,5.7,0.338
05-01-2016 23:10,40.8,46.4,23.9,2.9,53,63,44,2.9,51,55,46,0,4.967,5.4,4.1,0.305,6.015,6.3,4.9,0.228,6.407,7,5.7,0.204
05-01-2016 23:20,35.2,50.6,18.3,5,48,58,38,2.9,48,52,42,1.4,4.252,5.2,3.4,0.322,5.367,6.4,4.2,0.394,6.02,6.8,4.8,0.382
05-01-2016 23:30,36.6,50.6,25.3,4.5,49,60,38,4.3,48,56,35,2.9,4.091,5.1,3.1,0.367,5.318,6.2,4.3,0.42,6.127,6.8,5,0.395
05-01-2016 23:40,42.2,59.1,25.3,5.7,55,70,39,5.7,51,62,41,2.9,3.739,5,2.9,0.381,4.97,6.1,3.8,0.466,5.817,6.8,4.4,0.52
05-01-2016 23:50,45,63.3,32.3,4.8,56,72,39,5.7,52,63,42,2.9,3.885,5.6,3.1,0.444,5.172,7,3.7,0.611,5.918,7.6,4.3,0.559
06-01-2016 00:00,49.2,59.1,39.4,3.5,59,69,46,2.9,52,60,42,2.9,4.092,4.9,3.4,0.352,5.31,6,4.3,0.381,6.077,7.1,4.9,0.408
06-01-2016 00:10,50.6,60.5,36.6,2.9,58,65,49,2.9,51,56,46,1.4,3.757,4.7,3,0.352,5.073,6,4.2,0.352,5.755,6.7,4.7,0.445
06-01-2016 00:20,49.2,61.9,35.2,3.8,59,66,48,2.9,51,56,46,1.4,3.442,4.1,3,0.249,4.758,5.3,4.1,0.269,5.467,6,4.3,0.289
06-01-2016 00:30,43.6,50.6,38,2,53,59,45,2.9,48,52,39,1.4,3.369,4.1,2.8,0.249,4.702,5.6,4.1,0.288,5.409,6.2,4.6,0.289
06-01-2016 00:40,40.8,52,32.3,2.9,51,65,41,2.9,46,52,41,1.4,3.552,4.3,3.1,0.249,4.708,5.7,3.9,0.337,5.397,6.1,4.2,0.323
06-01-2016 00:50,35.2,50.6,22.5,4.3,46,55,32,4.3,44,52,31,2.9,3.547,4.9,2.9,0.337,4.547,5.5,3.5,0.337,5.127,5.9,4.1,0.368
06-01-2016 01:00,36.6,60.5,18.3,6.4,48,68,30,5.7,45,59,30,4.3,3.818,5.4,2.6,0.576,4.979,6,3.6,0.567,5.737,6.7,4.3,0.51
06-01-2016 01:10,39.4,59.1,26.7,5.2,51,66,42,4.3,48,62,37,2.9,4.014,4.8,2.6,0.407,5.164,6.1,4,0.42,5.821,7.2,4.7,0.5
06-01-2016 01:20,33.8,46.4,16.9,4.5,45,55,37,2.9,44,52,38,2.9,4.228,4.9,3.4,0.305,5.237,6,4.3,0.305,5.649,6.2,5,0.289
06-01-2016 01:30,26.7,39.4,8.4,6.1,38,49,24,4.3,37,44,25,4.3,3.899,4.9,2.5,0.432,4.832,5.6,3.8,0.444,5.297,6,4.1,0.395
06-01-2016 01:40,8.4,28.1,0,5.6,25,35,8,4.3,23,34,14,4.3,2.222,3.7,0.8,0.705,3.926,4.8,2.4,0.407,4.679,5.3,3.7,0.338
06-01-2016 01:50,357.2,56.3,264.4,6.1,14,39,0,7.2,17,41,4,5.7,2.562,3.7,1.2,0.585,2.76,4.7,1.3,0.748,4.023,5.8,1.9,0.677
06-01-2016 02:00,354.4,144.8,337.5,10.8,11,35,356,7.2,15,41,353,7.2,3.162,4.6,1.8,0.548,2.833,5.4,1.1,0.808,4.061,6.6,1.9,0.797
06-01-2016 02:10,357.2,150.5,278.4,9.7,10,30,0,5.7,13,30,0,5.7,3.599,4.8,2,0.548,3.189,5.1,1.7,0.814,4.443,6.2,2.1,0.929
06-01-2016 02:20,357.2,57.7,239.1,7.9,11,32,0,5.7,11,23,350,4.3,3.724,5.3,1.7,0.667,3.446,5.8,1.7,0.881,4.755,6.7,2.7,0.81
06-01-2016 02:30,357.2,165.9,277,10.1,8,28,356,7.2,10,27,352,5.7,3.55,5.7,1.8,0.683,3.228,5.7,1.7,0.904,4.171,6.8,2,1.02
06-01-2016 02:40,355.8,158.9,338.9,8.1,8,23,356,5.7,10,25,0,4.3,3.482,4.8,1.9,0.509,2.91,4.5,1.7,0.611,4.516,6.3,2.5,0.854
06-01-2016 02:50,353,83,337.5,7.7,7,27,319,5.7,8,24,352,4.3,3.672,4.7,1.9,0.498,3.052,5,1.8,0.659,4.158,6.1,1.9,0.984
06-01-2016 03:00,354.4,43.6,260.2,7.3,10,172,343,10.1,11,30,353,5.7,3.349,4.9,1.6,0.644,3.062,4.7,1.5,0.683,4.396,6.2,2,0.895
06-01-2016 03:10,0,161.7,187,13.8,14,34,0,5.7,14,31,4,4.3,2.727,4.5,1.4,0.683,3.927,5.6,1.5,0.921,5.386,6.8,3.3,0.714
06-01-2016 03:20,1.4,167.3,268.6,10.5,14,28,0,4.3,13,24,0,4.3,3.291,4.8,1.6,0.741,4.217,6.1,2.2,0.96,5.661,6.9,2.9,0.829
06-01-2016 03:30,0,149.1,317.8,9.3,11,25,0,5.7,11,24,0,4.3,3.503,5.6,1.9,0.814,3.723,5.6,1.9,0.875,5.298,6.5,2.8,0.79
06-01-2016 03:40,355.8,139.2,341.7,9.1,8,23,0,4.3,8,17,0,2.9,4.154,5.5,2.6,0.488,3.226,4.9,2,0.644,4.638,6.2,2,0.872
06-01-2016 03:50,354.4,88.6,209.5,9.5,6,18,0,4.3,7,23,0,4.3,4.303,5.1,2.8,0.432,3.277,4.9,2.1,0.593,4.382,6.1,2.6,0.952
06-01-2016 04:00,358.6,135,277,12.9,10,25,0,5.7,13,27,0,4.3,3.867,5.1,2,0.644,3.47,5.3,1.5,0.801,5.49,6.7,3,0.75
06-01-2016 04:10,358.6,174.4,291.1,14,10,18,0,4.3,8,20,0,2.9,3.84,4.8,2,0.585,3.465,5.2,2.1,0.712,5.302,6.4,3.1,0.797
06-01-2016 04:20,353,19.7,327.7,4.3,7,107,0,5.7,7,17,0,2.9,4.229,5.4,2.8,0.488,3.286,4.5,2.4,0.498,4.575,6.2,2.9,0.86
06-01-2016 04:30,345.9,355.8,337.5,3.2,3,180,350,10.1,4,15,352,2.9,4.045,4.8,3.3,0.352,4.136,5.3,2.3,0.705,3.961,5.7,2.7,0.621
06-01-2016 04:40,343.1,350.2,333.3,2,1,167,198,14.4,1,7,0,2.9,4.215,4.9,3.3,0.367,5.338,5.9,4.6,0.322,4.194,5.2,3,0.479
06-01-2016 04:50,343.1,354.4,334.7,3.2,0,177,211,14.4,1,69,352,4.3,4.909,5.6,4.2,0.352,5.931,6.6,4.5,0.352,4.932,6.6,3.6,0.707
06-01-2016 05:00,348.8,129.4,327.7,7.7,3,149,352,7.2,6,21,0,2.9,4.874,5.8,3.2,0.477,4.244,5.8,2.6,0.734,4.623,7.4,2.9,0.918
06-01-2016 05:10,355.8,143.4,272.8,13.9,10,125,0,8.6,11,27,0,5.7,3.929,5.3,1.7,0.814,3.799,6.5,2.3,0.82,5.169,7.3,2.9,0.957
06-01-2016 05:20,0,171.6,347.3,14.6,13,25,0,4.3,13,21,0,4.3,2.983,5.1,1.3,0.734,3.474,5.2,1.9,0.748,5.065,6.4,3.2,0.661
06-01-2016 05:30,2.8,80.2,348.8,6.1,14,31,0,5.7,14,30,0,4.3,2.531,4.6,0.9,0.644,3.728,5.7,1.8,0.91,5.629,6.8,3,0.729
06-01-2016 05:40,0,150.5,195.5,13.3,14,28,0,5.7,15,25,0,4.3,3.136,5,1.7,0.761,4.217,6.3,2,0.955,6.012,7.1,3.5,0.595
06-01-2016 05:50,2.8,147.7,210.9,10.1,18,30,4,5.7,17,27,0,4.3,2.69,4.1,1.4,0.602,4.537,6,1.9,0.893,6.049,6.9,2.9,0.612
06-01-2016 06:00,357.2,168.8,334.7,11.9,8,23,356,4.3,10,20,226,7.2,3.88,4.9,2.2,0.611,3.476,5.4,2,0.719,5.376,7,3.1,0.901
06-01-2016 06:10,1.4,120.9,232,12.1,14,32,0,5.7,14,24,6,2.9,3.053,5.3,1.8,0.675,4.496,6.4,2,0.927,6.39,7.3,4.1,0.51
06-01-2016 06:20,4.2,66.1,185.6,9.7,18,31,6,4.3,15,28,6,2.9,2.719,5,1.8,0.627,5.267,6.7,2.8,0.768,6.777,7.9,4.8,0.549
06-01-2016 06:30,5.6,22.5,353,4.8,18,32,0,4.3,15,24,6,2.9,3.1,5.2,1.9,0.734,5.637,7,3.1,0.833,7.404,8.2,4.8,0.5
06-01-2016 06:40,357.2,136.4,203.9,11.6,10,25,356,5.7,10,23,0,4.3,3.282,4.9,1.4,0.727,3.559,5.9,2,0.82,5.812,7.9,3,0.968
06-01-2016 06:50,350.2,71.7,329.1,7.6,4,125,352,7.2,4,20,350,4.3,3.486,4.5,1.4,0.576,3.507,5.1,1.9,0.683,4.21,6.6,2.4,0.901
06-01-2016 07:00,350.2,73.1,181.4,13,7,177,340,12.9,7,179,349,10.1,3.409,4.9,1.9,0.644,3.738,5.7,2.1,0.782,4.789,7.1,2.4,1.08
06-01-2016 07:10,348.8,97,329.1,8.3,4,87,346,5.7,6,20,353,4.3,3.861,5.2,1.8,0.576,3.487,5.4,1.9,0.652,4.54,6.8,2.5,1.025
06-01-2016 07:20,347.3,33.8,319.2,6.4,3,94,333,5.7,4,14,0,2.9,3.348,4.7,2.1,0.567,3.436,4.7,2,0.602,3.57,5.7,2.1,0.736
06-01-2016 07:30,338.9,353,327.7,5.2,357,155,281,8.6,1,52,349,4.3,2.609,3.3,1.7,0.352,3.658,4.5,2.3,0.432,3.17,4.7,1.9,0.559
06-01-2016 07:40,329.1,348.8,312.2,5.9,353,63,330,7.2,0,163,304,10.1,2.548,3.3,1.7,0.444,3.429,4.5,1.5,0.585,3.446,5.5,1.8,0.77
06-01-2016 07:50,350.2,18.3,312.2,11.6,8,31,253,10.1,10,30,343,7.2,2.041,3.2,0.3,0.683,2.377,3.6,1.2,0.576,3.439,4.6,1.4,0.743
06-01-2016 08:00,2.8,29.5,302.3,10.4,18,51,347,10.1,17,38,353,7.2,1.68,3.6,0,0.845,2.894,5.2,1.2,0.698,4.468,6.8,2.3,0.784
06-01-2016 08:10,1.4,33.8,213.8,10.5,15,37,339,10.1,13,79,350,7.2,2.271,5,0,0.808,3.198,5.1,1.1,0.857,4.381,6.2,1.9,0.935
06-01-2016 08:20,357.2,175.8,324.8,11.4,10,35,347,8.6,10,35,347,7.2,3.214,5.4,1.2,0.857,3.384,5.6,1.6,0.82,4.398,7.1,1.8,1.099
06-01-2016 08:30,4.2,161.7,232,12.9,17,141,347,11.5,14,44,283,11.5,3.378,5.4,1.7,0.955,4.228,6.6,2,1.072,5.275,7.5,1.9,1.163
06-01-2016 08:40,16.9,45,192.7,14.1,27,59,352,11.5,21,48,352,10.1,4.582,7.3,1.8,1.234,5.307,7.9,1.9,1.376,5.84,8.8,2.6,1.373
06-01-2016 08:50,22.5,57.7,354.4,10.1,30,56,6,8.6,23,46,0,7.2,4.494,8,2,1.119,5.211,8.5,1.8,1.187,5.759,8.7,2.1,1.089
06-01-2016 09:00,23.9,52,0,8.6,32,55,10,7.2,28,51,4,7.2,4.369,6,2.1,0.833,5.143,7.6,2.7,0.91,5.691,8.2,3.3,0.962
06-01-2016 09:10,16.9,49.2,0,7.9,28,58,10,5.7,23,42,0,7.2,4.768,6.8,2.2,1.018,5.554,7.1,3.3,0.845,5.802,7.6,3.3,0.847
06-01-2016 09:20,22.5,47.8,210.9,10.8,34,60,10,8.6,30,53,0,8.6,4.774,6.7,1.7,1.11,5.065,6.8,2.7,0.893,5.451,6.9,3.8,0.714
06-01-2016 09:30,23.9,47.8,0,7.9,32,55,6,7.2,27,53,349,8.6,5.686,7.8,2.8,1.012,5.858,8.1,3.9,0.875,6.336,8.1,3.9,1.01
06-01-2016 09:40,19.7,54.8,354.4,10,31,60,4,8.6,24,56,0,7.2,5.06,7.1,2.2,1.082,5.793,7.8,2.4,0.944,5.932,8.2,3.8,0.889
06-01-2016 09:50,23.9,54.8,351.6,11.5,32,60,6,8.6,28,58,8,8.6,5.761,7.8,2.3,1.182,6.383,8.3,3.4,0.944,6.388,7.7,3.6,0.822
06-01-2016 10:00,23.9,46.4,0,7.9,34,55,13,7.2,30,51,10,7.2,5.533,7,1.8,1.028,6.188,7.2,3.3,0.548,6.272,7.6,3.5,0.568
06-01-2016 10:10,39.4,71.7,0,9.5,45,79,6,10.1,39,65,10,10.1,5.408,7.5,3.1,0.782,5.69,8.6,2.3,1.002,6.025,8.1,3.8,0.924
06-01-2016 10:20,35.2,59.1,18.3,6.1,44,79,24,5.7,39,53,24,5.7,6.712,8.1,4.4,0.881,7.234,8.7,4.7,0.881,7.431,8.7,5.5,0.729
06-01-2016 10:30,36.6,75.9,4.2,11.8,44,73,10,10.1,37,63,17,8.6,5.908,7.9,3.3,0.904,6.64,8.2,4.2,0.827,7.005,8.6,3.9,0.736
06-01-2016 10:40,26.7,53.4,0,8.3,37,60,8,7.2,31,53,7,5.7,5.956,7.7,2.5,1.048,6.456,8.1,3.2,0.921,6.67,8.1,3.9,0.816
06-01-2016 10:50,29.5,70.3,354.4,13.1,39,77,4,11.5,34,68,335,11.5,5.839,8.5,2,1.573,6.237,8.1,1.8,1.439,6.287,8.1,3.3,1.103
06-01-2016 11:00,33.8,73.1,12.7,7.5,41,59,13,5.7,34,59,4,7.2,7.135,8.9,5.1,0.808,7.585,9,4.8,0.755,7.553,8.5,5,0.721
06-01-2016 11:10,42.2,67.5,19.7,8.1,49,73,27,8.6,45,65,23,7.2,6.49,8.4,4.9,0.768,6.932,9,4.9,0.91,6.924,9,5,0.895
06-01-2016 11:20,47.8,68.9,29.5,5.6,56,77,34,5.7,49,68,38,4.3,7.163,8.4,5.3,0.69,7.692,9,6.1,0.652,7.471,8.6,5.6,0.612
06-01-2016 11:30,40.8,59.1,0,7,48,60,34,5.7,44,58,30,4.3,6.769,8.2,4.2,0.644,7.332,8.5,5.7,0.567,7.259,8.5,5.7,0.559
06-01-2016 11:40,40.8,77.3,4.2,12.1,46,72,20,10.1,41,68,14,8.6,6.165,8.2,2.8,1.043,6.688,8.2,4.2,0.893,6.711,8.5,4.6,0.75
06-01-2016 11:50,26.7,59.1,0,10,37,72,13,10.1,32,72,4,11.5,5.601,7.2,3.5,0.893,5.943,7.7,3.7,0.833,5.984,7.5,3.8,0.822
06-01-2016 12:00,33.8,61.9,0,9.2,44,69,17,8.6,39,55,14,7.2,5.629,7.7,2.1,0.992,6.123,8.1,3.4,0.992,6.206,7.8,4.3,0.866
